EngagementSurvey,DaysLateLast30,Salary,Age,Absences,EmpSatisfaction,YearsOfWork,MaritalDesc,SpecialProjectsCount,PerformanceScore
3.76,3,73392,44,16,4,15,Widowed,7,Needs Improvement
4.72,1,83221,55,9,5,10,Single,9,Fully Meets
3.02,6,62484,46,20,3,12,Divorced,4,PIP
4.62,2,91732,62,1,5,8,Single,14,Exceeds
2.87,3,97639,55,6,5,15,Widowed,5,Needs Improvement
4.79,2,80955,40,6,5,7,Married,12,Exceeds
4.37,1,171031,39,2,5,15,Single,12,Exceeds
4.13,2,79626,57,3,5,9,Single,13,Exceeds
4.61,2,165034,52,2,4,11,Single,8,Fully Meets
4.43,1,114905,45,5,4,14,Married,9,Fully Meets
3.13,4,65125,52,3,4,10,Separated,7,Needs Improvement
2.58,2,60538,55,12,4,16,Divorced,8,Needs Improvement
4.42,1,100657,43,6,5,10,Single,13,Exceeds
4.95,2,195867,71,7,5,13,Married,12,Exceeds
4.58,3,76116,44,3,5,13,Single,10,Fully Meets
4.3,0,88325,48,4,5,13,Divorced,10,Exceeds
4.11,0,179328,41,5,5,12,Single,13,Exceeds
2.73,3,98857,53,9,4,14,Widowed,5,Needs Improvement
4.41,2,87357,40,3,5,14,Single,12,Exceeds
4.88,2,211759,69,2,5,10,Married,6,Fully Meets
3.63,3,68495,41,2,4,8,Divorced,8,Needs Improvement
3.01,3,80641,43,7,5,15,Widowed,5,Needs Improvement
3.68,4,58968,35,14,3,13,Separated,6,Needs Improvement
4.93,1,122869,69,7,5,8,Single,7,Fully Meets
2.63,2,120434,42,12,3,7,Widowed,8,Needs Improvement
4.62,3,67140,40,7,5,13,Married,14,Exceeds
4.49,2,118096,67,9,4,9,Married,7,Fully Meets
4.28,0,154658,51,3,4,10,Single,8,Fully Meets
4.01,0,79986,37,5,5,9,Single,7,Fully Meets
1.89,5,58015,37,6,4,11,Divorced,1,PIP
4.8,3,108697,62,4,5,9,Married,11,Exceeds
2.95,4,98627,33,4,4,11,Divorced,4,Needs Improvement
1.72,6,49221,49,15,5,17,Separated,2,PIP
4.69,0,149745,42,3,4,15,Single,7,Fully Meets
4.48,2,94152,71,8,5,17,Married,15,Exceeds
3.62,4,60043,33,4,5,11,Separated,8,Needs Improvement
4.1,1,118770,64,7,5,14,Single,13,Exceeds
2.32,3,72087,37,11,4,12,Separated,0,PIP
1.41,3,51041,30,6,3,11,Divorced,6,PIP
4.15,1,170534,51,7,5,13,Married,13,Exceeds
4.78,0,209873,65,4,5,11,Single,10,Fully Meets
4.81,0,103196,48,3,5,15,Married,8,Fully Meets
2.89,3,67214,38,12,2,13,Separated,2,PIP
4.89,2,114473,65,3,5,12,Single,6,Fully Meets
2.01,5,65038,48,18,3,14,Separated,4,PIP
4.75,2,196302,34,5,5,10,Single,9,Fully Meets
3.92,2,65600,43,12,3,11,Separated,7,Needs Improvement
4.51,2,93942,44,7,5,16,Single,14,Exceeds
3.96,3,111749,38,3,5,14,Single,6,Needs Improvement
4.63,2,221625,62,6,5,8,Married,11,Exceeds
4.35,2,193495,68,5,5,16,Married,10,Exceeds
4.54,1,48178,64,5,4,11,Separated,7,Fully Meets
2.34,4,58880,47,8,4,7,Divorced,3,PIP
2.34,4,134244,48,6,5,12,Widowed,5,Needs Improvement
4.97,3,134898,43,8,5,15,Separated,14,Exceeds
4.18,2,116865,36,2,5,12,Married,12,Exceeds
4.3,2,211153,64,8,5,12,Single,11,Exceeds
4.73,1,125599,42,3,5,9,Married,13,Exceeds
4.42,2,133701,32,4,5,14,Married,14,Exceeds
3.44,4,64051,41,13,3,11,Separated,7,Needs Improvement
4.03,2,146361,63,6,4,10,Married,10,Fully Meets
4.4,2,72826,57,5,5,10,Single,11,Exceeds
2.71,4,57679,50,20,2,12,Divorced,5,PIP
2.71,4,97515,33,16,4,14,Divorced,8,Needs Improvement
2.89,4,108984,35,2,5,11,Separated,8,Needs Improvement
3.82,2,125775,58,5,5,12,Single,7,Needs Improvement
1.16,5,51212,59,21,2,9,Widowed,4,PIP
2.08,2,147849,35,12,4,11,Single,7,Needs Improvement
4.61,3,172936,61,9,5,8,Single,9,Fully Meets
4.42,3,162535,38,7,5,7,Single,9,Fully Meets
4.42,0,56352,41,3,5,13,Married,7,Fully Meets
3.08,6,62316,58,8,3,10,Divorced,2,PIP
4.81,1,224629,64,4,5,10,Separated,7,Fully Meets
2.19,6,74439,49,6,1,7,Divorced,3,PIP
2.97,4,66664,51,11,4,17,Married,5,PIP
2.09,3,53363,34,12,1,17,Single,2,PIP
2.87,2,54087,58,3,4,6,Divorced,3,PIP
3.04,4,65071,59,3,4,11,Separated,3,PIP
1.68,7,73523,39,20,1,6,Separated,3,PIP
2.24,2,60380,47,20,4,11,Divorced,6,PIP
4.57,1,88039,57,2,5,7,Single,8,Fully Meets
4.12,1,118610,66,7,5,10,Divorced,12,Exceeds
3.95,3,80472,35,5,4,10,Separated,5,Needs Improvement
4.35,2,56142,58,2,5,15,Married,15,Exceeds
2.41,3,56320,37,24,1,15,Separated,2,PIP
4.54,2,223800,66,8,5,10,Divorced,7,Fully Meets
2.29,3,147103,40,12,5,16,Widowed,7,Needs Improvement
4.89,1,220236,59,6,4,15,Married,8,Fully Meets
2.19,4,66127,58,15,3,14,Divorced,7,Needs Improvement
2.9,3,58687,57,16,2,7,Separated,4,PIP
2.2,2,66235,40,15,3,11,Divorced,2,PIP
4.84,2,56180,67,8,5,11,Married,7,Fully Meets
1.97,4,70715,52,24,2,11,Divorced,1,PIP
4.09,1,78483,64,3,5,16,Single,7,Fully Meets
2.12,2,133402,54,4,4,9,Divorced,6,Needs Improvement
4.54,2,124316,58,3,4,7,Single,7,Fully Meets
4.03,1,124897,33,4,5,12,Married,8,Fully Meets
3.07,3,71714,39,7,4,15,Widowed,7,Needs Improvement
4.75,0,98690,69,2,5,10,Separated,12,Exceeds
4.62,2,174112,46,8,5,7,Single,8,Fully Meets
4.93,2,66008,34,9,5,12,Single,6,Fully Meets
3.27,3,81656,37,15,4,7,Divorced,8,Needs Improvement
2.61,3,141301,46,6,5,15,Single,7,Needs Improvement
3.43,4,71099,55,9,3,10,Widowed,6,Needs Improvement
3.02,4,71503,47,6,4,14,Single,8,Needs Improvement
4.79,3,210190,71,2,5,17,Single,14,Exceeds
4.59,3,166989,46,2,5,8,Married,10,Exceeds
2.87,3,55761,33,16,3,7,Divorced,2,PIP
4.14,1,212298,35,9,4,12,Married,6,Fully Meets
4.41,1,217094,67,6,4,9,Single,7,Fully Meets
4.81,0,183036,40,4,4,10,Single,6,Fully Meets
2.25,4,108429,45,11,5,8,Widowed,7,Needs Improvement
4.26,1,172822,39,6,4,16,Married,8,Fully Meets
4.22,1,224713,66,2,5,11,Married,14,Exceeds
1.3,4,54528,38,11,4,15,Separated,0,PIP
3.18,4,118687,58,2,3,16,Separated,6,Needs Improvement
4.03,2,114305,65,8,5,14,Single,14,Exceeds
4.39,0,110335,42,2,5,13,Single,14,Exceeds
1.93,6,46868,39,9,5,10,Separated,4,PIP
4.86,2,223082,56,2,5,11,Married,11,Exceeds
2.99,6,56854,31,22,2,15,Widowed,5,PIP
2.7,5,51113,42,14,4,9,Separated,4,PIP
1.63,3,49098,55,5,4,9,Divorced,0,PIP
2.53,4,132775,44,5,4,10,Single,4,Needs Improvement
2.97,5,52632,44,7,5,15,Divorced,3,PIP
2.25,2,94680,41,7,4,11,Divorced,6,Needs Improvement
4.26,2,71948,47,2,5,9,Married,11,Exceeds
2.32,5,49264,50,7,3,13,Divorced,1,PIP
1.3,6,46127,55,23,3,10,Divorced,6,PIP
2.59,3,101413,58,16,4,8,Divorced,7,Needs Improvement
3.29,3,105285,34,13,4,11,Widowed,6,Needs Improvement
4.04,3,190271,52,2,5,14,Single,14,Exceeds
4.89,3,148330,50,5,5,14,Married,6,Fully Meets
1.44,4,49419,34,14,4,8,Divorced,1,PIP
4.5,1,85439,41,8,5,8,Single,9,Fully Meets
4.17,2,176298,53,2,5,17,Single,14,Exceeds
1.19,4,60702,33,13,2,10,Divorced,4,PIP
4.01,2,132288,71,6,5,12,Single,10,Fully Meets
2.38,4,67197,50,5,5,6,Married,0,PIP
2.16,2,117672,49,7,5,9,Separated,7,Needs Improvement
4.29,2,50811,55,3,5,9,Married,7,Fully Meets
4.16,2,101811,55,5,5,8,Single,8,Fully Meets
1.28,4,49941,38,18,5,6,Separated,5,PIP
2.49,3,95575,52,11,5,14,Married,6,Needs Improvement
4.69,1,124908,50,8,5,9,Married,9,Fully Meets
4.74,3,98352,64,6,5,15,Married,14,Exceeds
4.64,1,183623,48,2,4,11,Single,8,Fully Meets
2.58,4,66945,52,10,1,16,Separated,4,PIP
4.52,1,171513,34,8,5,17,Married,6,Fully Meets
3.06,6,47192,46,7,2,17,Widowed,4,PIP
4.44,2,80987,47,9,4,11,Separated,9,Fully Meets
4.56,3,216491,44,8,4,16,Separated,9,Fully Meets
2.98,3,66232,43,13,3,17,Divorced,4,PIP
2.38,3,67983,54,14,4,15,Separated,2,PIP
3.69,3,121476,55,11,4,11,Widowed,7,Needs Improvement
4.69,0,213228,56,7,5,10,Single,11,Exceeds
2.86,6,74373,45,12,5,11,Divorced,2,PIP
3.12,7,62969,56,16,3,14,Separated,2,PIP
2.82,4,62314,54,5,3,12,Divorced,4,Needs Improvement
4.31,1,225015,71,4,5,9,Married,7,Fully Meets
3.17,5,52780,54,7,2,17,Divorced,4,PIP
4.35,0,150269,31,10,5,12,Single,7,Fully Meets
4.87,1,129614,33,4,4,12,Married,7,Fully Meets
3.15,3,132424,53,9,4,13,Divorced,6,Needs Improvement
4.99,2,50924,47,8,5,15,Single,7,Fully Meets
4.6,3,143298,41,9,5,14,Married,8,Fully Meets
2.52,3,103081,33,4,4,15,Divorced,6,Needs Improvement
4.51,3,59558,56,2,5,16,Married,11,Exceeds
4.53,0,216743,72,9,5,15,Single,9,Fully Meets
4.73,2,93931,48,5,5,8,Single,14,Exceeds
4.5,0,46015,63,4,5,14,Married,8,Fully Meets
1.29,3,73834,51,5,3,14,Divorced,2,PIP
4.72,2,202547,48,3,5,16,Single,7,Fully Meets
3.05,5,63105,45,8,5,8,Separated,4,PIP
4.2,0,97887,57,8,5,8,Single,7,Fully Meets
4.93,1,127831,38,2,5,14,Married,14,Exceeds
4.41,1,194945,49,5,4,8,Single,8,Fully Meets
4.41,2,129219,66,5,5,12,Married,15,Exceeds
5.0,0,122179,32,4,5,10,Married,13,Exceeds
4.72,2,179431,47,8,5,12,Married,6,Fully Meets
3.3,3,67953,34,8,3,9,Divorced,5,Needs Improvement
1.64,2,63928,46,20,5,7,Separated,5,PIP
4.53,1,75880,33,7,5,8,Single,15,Exceeds
2.68,7,66168,31,5,3,8,Divorced,2,PIP
2.62,4,62797,37,10,1,15,Divorced,4,PIP
4.39,2,106662,71,0,5,11,Married,11,Exceeds
3.8,2,66760,52,14,3,14,Widowed,6,Needs Improvement
2.58,4,66079,47,4,3,6,Divorced,2,PIP
1.35,4,47287,46,3,4,6,Divorced,2,PIP
4.61,2,199930,58,4,4,14,Married,8,Fully Meets
2.83,6,55212,48,20,4,6,Divorced,4,PIP
2.21,6,50976,33,5,2,6,Separated,2,PIP
2.89,5,48448,49,24,3,6,Separated,4,PIP
4.99,1,56501,52,8,4,7,Divorced,10,Fully Meets
2.74,4,80398,43,16,3,16,Single,6,Needs Improvement
4.0,1,206483,53,10,5,12,Single,7,Fully Meets
4.78,2,56506,41,3,5,12,Single,9,Fully Meets
4.1,2,150911,69,1,5,7,Married,13,Exceeds
4.02,3,159621,53,7,5,17,Single,13,Exceeds
4.23,2,76710,65,6,5,12,Married,15,Exceeds
1.9,7,46729,48,10,3,6,Separated,6,PIP
2.13,2,69705,52,6,4,13,Divorced,6,Needs Improvement
2.85,2,64394,40,16,2,6,Separated,3,PIP
4.94,3,108827,39,4,5,16,Single,10,Exceeds
4.87,1,78445,50,3,5,14,Single,14,Exceeds
4.69,2,136444,65,7,5,12,Divorced,8,Fully Meets
2.59,3,95822,46,12,4,9,Widowed,8,Needs Improvement
4.52,2,208220,34,1,5,12,Married,11,Exceeds
2.5,3,121339,51,7,5,13,Separated,7,Needs Improvement
1.81,4,58918,36,17,4,10,Divorced,0,PIP
4.98,2,111318,56,4,5,15,Separated,14,Exceeds
4.35,1,72956,65,10,5,15,Single,7,Fully Meets
4.35,2,161547,64,6,5,10,Married,10,Exceeds
2.53,3,81899,58,2,4,12,Widowed,6,Needs Improvement
4.74,2,106208,68,4,4,9,Single,7,Fully Meets
3.45,3,111973,56,15,4,15,Separated,4,Needs Improvement
2.54,3,99189,47,10,3,13,Divorced,7,Needs Improvement
4.56,2,149478,41,6,4,11,Single,10,Fully Meets
4.67,3,48892,50,6,4,13,Married,8,Fully Meets
3.19,5,71099,54,14,3,16,Separated,1,PIP
2.81,6,59305,42,23,4,14,Divorced,4,PIP
4.67,2,223313,68,1,5,13,Single,11,Exceeds
1.79,5,65314,52,25,2,6,Separated,0,PIP
2.65,5,54566,31,22,4,11,Separated,1,PIP
4.46,2,94238,63,1,5,16,Married,13,Exceeds
4.9,2,221728,36,8,5,13,Married,8,Fully Meets
2.54,3,118736,35,8,4,7,Divorced,8,Needs Improvement
4.92,1,161782,61,4,5,11,Single,11,Exceeds
2.72,5,59786,32,15,2,12,Married,3,PIP
4.87,2,98952,57,2,5,8,Single,11,Exceeds
4.55,2,81378,60,8,5,11,Married,9,Fully Meets
3.2,2,66747,41,12,4,16,Separated,5,Needs Improvement
2.84,6,69192,48,20,3,11,Separated,1,PIP
1.56,6,50748,48,20,4,16,Divorced,5,PIP
4.34,2,215598,41,5,5,13,Single,13,Exceeds
4.05,0,134560,35,7,5,13,Single,14,Exceeds
3.05,4,121385,47,8,3,7,Widowed,6,Needs Improvement
1.88,7,52257,31,21,2,9,Divorced,4,PIP
4.64,0,60890,41,9,4,17,Married,9,Fully Meets
2.54,4,57898,50,12,4,16,Separated,5,PIP
2.36,2,145700,37,12,5,9,Widowed,4,Needs Improvement
4.61,3,225058,61,5,5,11,Single,15,Exceeds
4.52,2,210640,66,1,5,15,Divorced,12,Exceeds
4.21,3,167944,36,1,5,12,Married,13,Exceeds
4.89,1,66007,47,2,5,9,Single,10,Exceeds
4.7,2,87496,39,3,5,8,Married,9,Fully Meets
2.59,4,59627,32,4,3,8,Separated,6,PIP
4.99,2,113615,44,8,5,17,Single,6,Fully Meets
2.95,3,99027,35,5,4,12,Widowed,7,Needs Improvement
2.62,3,136992,53,8,4,12,Widowed,8,Needs Improvement
1.65,5,45527,38,21,4,13,Separated,2,PIP
2.28,4,62153,34,17,3,12,Divorced,4,PIP
4.04,2,120987,63,7,4,12,Married,7,Fully Meets
3.97,3,103542,54,10,3,16,Separated,6,Needs Improvement
2.8,4,65652,50,4,4,12,Divorced,2,PIP
2.94,3,83366,49,5,5,12,Married,4,Needs Improvement
4.76,1,218592,52,10,4,13,Single,8,Fully Meets
2.0,6,56128,60,4,2,12,Divorced,1,PIP
4.03,0,79581,33,1,5,8,Married,12,Exceeds
4.7,1,87649,62,2,5,11,Single,14,Exceeds
4.57,1,81577,66,5,4,12,Single,8,Fully Meets
4.42,3,200983,51,9,4,16,Married,9,Fully Meets
4.02,3,72177,47,0,5,14,Single,13,Exceeds
3.73,2,120243,47,12,5,16,Divorced,5,Needs Improvement
4.69,3,174035,62,2,5,12,Divorced,13,Exceeds
4.35,2,64059,61,4,4,17,Single,6,Fully Meets
3.94,3,140723,46,8,5,12,Divorced,6,Needs Improvement
1.9,4,47268,47,17,3,16,Divorced,1,PIP
1.37,5,70518,35,22,4,12,Separated,1,PIP
2.91,3,53475,50,16,4,12,Separated,4,PIP
4.31,3,141726,42,2,5,15,Married,7,Fully Meets
1.39,5,68068,32,5,3,12,Married,6,PIP
4.02,2,63465,72,4,4,16,Single,8,Fully Meets
4.95,1,191046,41,6,5,15,Married,15,Exceeds
4.77,0,198359,47,3,5,11,Single,9,Fully Meets
2.27,3,112994,43,15,4,11,Divorced,6,Needs Improvement
2.9,3,57509,35,8,4,10,Widowed,8,Needs Improvement
2.04,4,126828,34,12,4,17,Widowed,4,Needs Improvement
1.32,6,65775,38,4,3,16,Divorced,6,PIP
1.45,7,64549,35,21,4,14,Divorced,4,PIP
4.42,2,52814,37,1,5,11,Married,15,Exceeds
2.34,4,46993,41,17,5,10,Separated,1,PIP
1.74,4,61862,31,19,1,9,Divorced,3,PIP
4.73,1,99742,44,8,5,11,Married,7,Fully Meets
4.26,2,128546,43,7,5,16,Single,10,Fully Meets
3.38,3,130351,52,10,3,9,Separated,4,Needs Improvement
2.65,3,93319,55,11,4,9,Divorced,7,Needs Improvement
4.33,2,115652,58,5,5,7,Married,11,Exceeds
1.15,5,51832,31,23,4,13,Separated,6,PIP
4.7,3,122482,43,2,5,9,Single,12,Exceeds
2.64,3,56700,34,9,4,12,Widowed,7,Needs Improvement
4.5,1,157615,39,8,5,12,Single,11,Exceeds
3.03,4,66892,36,10,3,12,Separated,8,Needs Improvement
2.46,2,68493,54,8,4,12,Widowed,5,Needs Improvement
4.76,1,117654,65,3,5,17,Separated,7,Fully Meets
3.9,3,85069,46,11,5,14,Separated,5,Needs Improvement
4.54,2,63522,67,6,5,8,Married,11,Exceeds
3.22,3,93177,46,2,3,9,Single,8,Needs Improvement
3.14,2,145290,50,5,4,12,Widowed,7,Needs Improvement
2.5,3,106474,52,5,3,12,Widowed,7,Needs Improvement
4.2,1,92512,35,3,5,8,Married,11,Exceeds
4.08,1,96833,68,7,5,13,Married,11,Exceeds
4.02,2,79769,57,5,4,9,Married,6,Fully Meets
1.36,7,68160,58,8,3,9,Divorced,4,PIP
3.0,3,70715,38,11,3,8,Separated,6,Needs Improvement
2.93,2,61953,38,20,1,11,Separated,2,PIP
3.75,2,77730,39,15,4,13,Separated,7,Needs Improvement
4.62,2,125205,69,9,5,8,Married,7,Fully Meets
4.53,2,140483,33,5,5,16,Separated,8,Fully Meets
4.54,1,135022,70,0,5,12,Single,12,Exceeds
4.86,1,223696,65,3,5,8,Single,6,Fully Meets
1.82,3,60822,46,17,1,6,Separated,6,PIP
3.65,3,107902,59,8,4,12,Widowed,5,Needs Improvement
2.21,5,61335,37,13,5,7,Separated,5,PIP
2.44,5,67627,51,19,3,13,Widowed,2,PIP
1.95,6,51662,40,12,4,17,Single,3,PIP
3.42,4,50249,41,7,5,16,Separated,6,Needs Improvement
3.78,3,148467,38,4,3,12,Divorced,4,Needs Improvement
2.54,4,51014,57,14,2,6,Separated,3,PIP
4.05,1,195870,54,3,5,9,Married,11,Exceeds
4.62,2,66388,33,3,5,16,Married,8,Fully Meets
2.99,3,55401,50,16,5,11,Separated,6,Needs Improvement
4.33,1,81858,66,10,5,12,Married,7,Fully Meets
4.62,1,125110,39,5,5,8,Married,13,Exceeds
3.33,2,141640,43,17,4,14,Separated,6,Needs Improvement
3.62,2,102007,51,4,4,11,Divorced,5,Needs Improvement
2.51,5,49548,52,12,3,11,Divorced,5,PIP
2.65,6,57861,55,10,2,13,Divorced,5,PIP
4.1,0,218353,66,5,5,12,Divorced,15,Exceeds
4.77,1,113611,53,4,4,14,Single,8,Fully Meets
3.35,3,109113,43,5,4,12,Separated,6,Needs Improvement
4.81,1,196486,44,7,5,15,Married,13,Exceeds
4.56,2,162889,62,5,5,15,Single,15,Exceeds
4.06,3,179445,39,5,5,7,Single,14,Exceeds
2.34,3,56094,55,13,2,9,Separated,1,PIP
2.19,5,50246,35,13,1,6,Single,5,PIP
4.12,0,155756,44,2,5,10,Married,15,Exceeds
2.54,2,51760,32,18,4,7,Separated,2,PIP
4.97,0,56708,41,6,5,7,Married,15,Exceeds
1.98,4,56152,49,20,5,15,Divorced,3,PIP
1.37,7,68268,44,19,1,10,Divorced,1,PIP
4.46,0,70483,39,7,5,13,Married,13,Exceeds
3.01,2,109658,49,15,3,12,Separated,7,Needs Improvement
4.11,2,135046,58,6,5,14,Single,8,Fully Meets
4.89,0,208794,54,1,5,8,Married,14,Exceeds
4.33,0,70336,63,2,5,13,Divorced,15,Exceeds
4.15,1,75509,68,1,5,16,Married,13,Exceeds
2.42,2,61607,35,6,4,9,Separated,4,Needs Improvement
2.9,3,144624,48,6,5,15,Widowed,8,Needs Improvement
3.76,3,120618,54,16,4,11,Widowed,4,Needs Improvement
1.8,2,69882,35,4,3,7,Widowed,1,PIP
2.4,6,46874,40,7,2,6,Separated,5,PIP
2.86,3,123285,40,3,3,8,Separated,7,Needs Improvement
3.17,6,57228,52,12,4,14,Single,1,PIP
4.18,2,138230,50,3,5,11,Married,11,Exceeds
3.67,4,61192,54,3,5,13,Separated,6,Needs Improvement
2.62,2,132947,47,16,3,16,Widowed,8,Needs Improvement
3.32,3,146493,34,17,3,14,Separated,5,Needs Improvement
4.39,2,203583,33,7,5,11,Single,8,Fully Meets
4.58,2,63482,46,7,5,14,Single,10,Exceeds
4.31,0,141808,69,2,5,12,Separated,7,Fully Meets
2.29,4,108161,49,8,3,12,Separated,8,Needs Improvement
3.38,3,69787,51,13,5,16,Widowed,6,Needs Improvement
4.35,2,57796,40,7,4,15,Married,7,Fully Meets
4.6,2,183366,33,4,5,7,Married,13,Exceeds
4.78,1,99200,32,8,4,10,Single,7,Fully Meets
3.03,2,60772,56,8,5,15,Separated,7,Needs Improvement
4.5,2,143352,46,7,5,16,Single,7,Fully Meets
4.73,2,134851,60,6,5,11,Single,11,Exceeds
2.46,4,110772,33,13,4,10,Divorced,7,Needs Improvement
3.18,3,98386,57,15,4,11,Divorced,5,Needs Improvement
3.95,2,143587,55,16,4,9,Widowed,6,Needs Improvement
4.69,3,170329,45,4,4,11,Single,9,Fully Meets
4.97,1,121938,71,8,4,17,Single,6,Fully Meets
3.02,6,58851,34,18,3,5,Widowed,3,PIP
4.88,1,183539,37,2,5,15,Separated,10,Exceeds
4.1,1,71183,57,3,5,11,Single,15,Exceeds
4.94,2,57933,68,5,5,11,Single,8,Fully Meets
1.36,5,56645,57,11,2,8,Divorced,6,PIP
4.96,1,59849,54,8,5,16,Single,9,Fully Meets
1.53,5,65034,42,3,3,10,Divorced,1,PIP
2.5,5,46735,43,19,4,16,Widowed,5,PIP
4.68,0,210489,52,3,5,7,Single,12,Exceeds
4.34,3,167830,31,1,5,17,Separated,11,Exceeds
3.07,4,93752,58,13,4,14,Separated,8,Needs Improvement
4.06,1,116586,32,1,5,15,Married,12,Exceeds
4.36,1,59130,52,9,5,13,Divorced,8,Fully Meets
4.63,1,133993,71,8,5,8,Married,9,Fully Meets
3.45,3,61763,48,7,5,8,Widowed,5,Needs Improvement
3.08,3,121393,39,14,4,8,Divorced,4,Needs Improvement
4.61,2,116307,47,5,4,8,Single,8,Fully Meets
3.31,3,59215,55,12,4,12,Separated,4,Needs Improvement
4.43,0,94631,38,10,4,15,Married,8,Fully Meets
2.35,2,74836,54,13,4,13,Married,8,Needs Improvement
4.12,2,61696,67,6,5,11,Single,11,Exceeds
2.68,3,135983,58,3,3,9,Separated,5,Needs Improvement
4.38,1,157902,34,3,4,11,Married,9,Fully Meets
4.73,1,215469,34,3,4,17,Single,6,Fully Meets
4.36,3,107278,68,5,5,10,Married,11,Exceeds
4.74,2,176717,54,1,5,13,Married,11,Exceeds
4.18,2,72908,31,1,5,8,Married,14,Exceeds
4.99,1,102978,54,7,5,12,Single,15,Exceeds
2.78,3,47070,57,5,3,16,Separated,2,PIP
1.75,5,54431,46,21,4,16,Divorced,2,PIP
4.82,2,129041,44,5,5,16,Married,12,Exceeds
1.26,3,64699,43,25,2,8,Separated,5,PIP
4.43,2,131895,40,7,4,14,Married,6,Fully Meets
3.13,5,74226,32,25,2,10,Divorced,2,PIP
4.1,2,80414,42,8,5,10,Single,15,Exceeds
4.51,3,75732,57,4,4,7,Married,10,Fully Meets
2.94,2,63213,54,18,5,15,Separated,4,PIP
2.64,4,71117,56,16,3,5,Separated,1,PIP
4.08,2,201720,41,10,4,15,Married,10,Fully Meets
3.06,6,55376,60,22,2,8,Divorced,5,PIP
4.55,1,79084,40,6,5,16,Married,13,Exceeds
4.75,0,206350,45,8,4,15,Married,9,Fully Meets
4.88,2,104654,41,8,5,14,Separated,15,Exceeds
4.42,3,203748,44,4,5,15,Single,14,Exceeds
2.91,4,49634,55,10,1,11,Separated,4,PIP
3.39,2,148165,36,14,4,7,Widowed,7,Needs Improvement
4.39,1,113617,34,3,5,11,Married,10,Exceeds
2.6,2,92646,39,9,5,9,Divorced,7,Needs Improvement
2.11,5,68260,49,17,3,8,Divorced,5,PIP
4.41,2,126072,42,2,5,8,Single,9,Fully Meets
2.27,4,91359,38,14,5,10,Divorced,5,Needs Improvement
3.77,3,108631,58,7,3,14,Widowed,5,Needs Improvement
2.46,5,71777,35,7,4,12,Divorced,2,PIP
4.74,2,215803,37,1,5,9,Married,11,Exceeds
4.91,1,215553,68,7,5,9,Married,14,Exceeds
4.92,2,191849,34,8,5,16,Single,10,Fully Meets
3.91,4,91140,54,17,5,11,Divorced,8,Needs Improvement
1.75,4,48423,43,25,3,14,Single,5,PIP
4.24,0,122717,58,8,5,15,Single,12,Exceeds
4.24,0,70042,69,7,4,10,Married,9,Fully Meets
4.51,0,210206,40,5,5,17,Single,11,Exceeds
4.28,1,152331,65,9,5,13,Married,10,Fully Meets
4.61,0,148431,40,6,5,7,Single,12,Exceeds
1.23,4,45343,46,8,2,15,Divorced,4,PIP
3.5,4,142299,43,15,3,9,Divorced,6,Needs Improvement
3.01,3,112246,34,16,5,11,Divorced,4,Needs Improvement
4.07,3,153852,64,7,5,12,Separated,8,Fully Meets
4.67,0,93941,48,10,4,9,Separated,9,Fully Meets
4.5,2,100937,58,5,4,14,Single,8,Fully Meets
4.02,1,201441,34,6,5,12,Married,7,Fully Meets
2.47,3,116068,50,5,3,10,Widowed,7,Needs Improvement
3.16,4,53622,38,23,1,15,Separated,2,PIP
4.54,1,182584,43,7,5,10,Separated,8,Fully Meets
4.26,2,185637,45,5,5,15,Single,13,Exceeds
1.54,6,52398,35,19,2,17,Divorced,4,PIP
3.1,3,59568,31,18,4,15,Divorced,3,PIP
4.34,2,200420,32,7,5,8,Separated,14,Exceeds
2.21,2,117880,34,15,5,12,Widowed,4,Needs Improvement
3.09,3,136495,39,13,3,8,Single,4,Needs Improvement
3.03,5,70441,33,7,2,15,Divorced,5,PIP
4.61,0,199547,31,5,5,11,Single,13,Exceeds
1.25,7,55807,47,21,5,7,Separated,4,PIP
2.44,5,64629,36,16,2,8,Separated,1,PIP
1.8,3,46170,50,4,2,16,Separated,1,PIP
4.31,2,166678,43,5,5,15,Single,12,Exceeds
3.92,4,123149,57,2,4,10,Divorced,4,Needs Improvement
4.29,2,212281,57,5,5,11,Divorced,12,Exceeds
4.85,1,109679,50,10,5,14,Single,6,Fully Meets
4.27,1,205255,55,6,5,9,Single,13,Exceeds
2.1,3,56413,38,4,1,5,Divorced,0,PIP
4.87,3,179397,42,4,4,14,Single,7,Fully Meets
4.25,3,209986,37,6,5,17,Married,13,Exceeds
4.82,0,216828,64,3,5,16,Divorced,9,Fully Meets
1.82,3,55356,51,14,4,6,Separated,4,PIP
4.86,3,129043,49,9,5,12,Married,7,Fully Meets
4.84,2,101116,55,4,5,14,Divorced,10,Exceeds
2.49,4,128535,49,12,3,10,Divorced,5,Needs Improvement
3.14,7,46880,39,12,4,15,Divorced,6,PIP
4.05,3,54549,46,8,5,7,Married,9,Fully Meets
2.32,4,49201,44,15,3,7,Married,6,PIP
3.84,3,136093,32,13,3,17,Divorced,7,Needs Improvement
3.32,3,56920,47,13,3,9,Widowed,6,Needs Improvement
2.92,4,113009,34,6,3,12,Widowed,6,Needs Improvement
4.82,0,140670,42,3,5,8,Married,14,Exceeds
4.34,0,145222,49,7,5,15,Married,14,Exceeds
